Number	Cell	Slice	Date	Sample	Mouse	Mouse date of birth	Mouse age	Mouse gender	Mouse genotype	Targeted layer	Inferred layer	Cre	Exon reads	Intron reads	Intergenic reads	Sequencing batch	Number of genes detected	RNA family	RNA type	RNA type confidence	RNA type top-3	ALM/VISp top-3	Length (bp)	Yield (pg/µl)	User	Hold Time (min)	Soma depth (µm)	Soma depth (4x)	Cortical thickness (4x)	Cortical thickness (µm)	Traced	Exclusion reasons
61	20180115_sample_8	20180115_slice_8	2018-01-15	sample 8	mouse_IZUBT	2017-11-12	64	F	Pvalb-Cre/wt; Ai9/wt	5	5	PV-	211358	176614	25829	1	11396	IT	L5 IT_1	0.86	L5 IT_1 (86.4%), L4/5 IT_2 (12.0%)	L5 IT ALM Tmem163 Arhgap25 (55.0%), L5 IT VISp Hsd11b1 Endou (17.0%), L5 IT ALM Lypd1 Gpr88 (12.0%)	2029	506.51	Fede	10	568.5	209.8	538.4	1485.984	y	
62	20180115_sample_9	20180115_slice_9	2018-01-15	sample 9	mouse_IZUBT	2017-11-12	64	F	Pvalb-Cre/wt; Ai9/wt	5	5	PV-	332849	323248	66152	1	10880	IT	L5 IT_1	0.66	L5 IT_1 (66.0%), L5 IT_2 (21.9%), L5 IT_3 (8.0%)	L4 IT VISp Rspo1 (30.0%), L5 IT VISp Col27a1 (26.0%), L5 IT ALM Cpa6 Gpr88 (16.0%)	2019	202.51	Fede	10	664	244.6	526.1	1452.036	y	
63	20180118_sample_1	20180118_slice_1	2018-01-18	sample 1	mouse_OGLHO	2017-11-12	67	M	Pvalb-Cre/wt; Ai9/wt	5	5	PV-	58459	91801	16418	1	9784	IT	L5 IT_2	0.55	L5 IT_2 (55.0%), L5 IT_1 (34.0%), L5 IT_3 (5.0%)	L4 IT VISp Rspo1 (82.0%), L5 IT ALM Cbln4 Fezf2 (4.0%), L5 IT ALM Lypd1 Gpr88 (4.0%)	2023	451.09	Fede	15	668.6	245.6	548.6	1514.136	y	
64	20180118_sample_2	20180118_slice_2	2018-01-18	sample 2	mouse_OGLHO	2017-11-12	67	M	Pvalb-Cre/wt; Ai9/wt	5	5	PV-	9252544	5002204	1208972	1	12376	IT	L5 IT_1	0.95	L5 IT_1 (94.9%), L4/5 IT_2 (2.6%)	L5 IT ALM Cpa6 Gpr88 (28.0%), L5 IT VISp Batf3 (25.0%), L4 IT VISp Rspo1 (24.0%)	1582	167.39	Fede	10	592	212.2	538.1	1485.156	y	
65	20180118_sample_4	20180118_slice_4	2018-01-18	sample 4	mouse_OGLHO	2017-11-12	67	M	Pvalb-Cre/wt; Ai9/wt	5	5	PV-	257190	355474	75464	1	9780	IT	L5 IT_1	0.76	L5 IT_1 (75.7%), L5 IT_2 (20.4%)	L5 IT VISp Batf3 (46.0%), L5 IT ALM Cpa6 Gpr88 (28.0%), L5 IT ALM Lypd1 Gpr88 (13.0%)	1747	467.97	Fede	12	601.2	215.8	600.2	1656.552	y	
66	20180118_sample_6	20180118_slice_6	2018-01-18	sample 6	mouse_OGLHO	2017-11-12	67	M	Pvalb-Cre/wt; Ai9/wt	5	5	PV-	36211	66226	15308	1	16357	IT	L5 IT_1	0.94	L5 IT_1 (94.3%), L5 IT_2 (5.1%)	L5 IT ALM Cpa6 Gpr88 (65.0%), L5 IT VISp Hsd11b1 Endou (24.0%), L5 IT ALM Tmem163 Arhgap25 (9.0%)	2196	267.25	Fede	10	623.1	224.2	557.4	1538.424	y	
67	20180118_sample_7	20180118_slice_7	2018-01-18	sample 7	mouse_OGLHO	2017-11-12	67	M	Pvalb-Cre/wt; Ai9/wt	5	5	PV-	1130477	1777010	283176	1	19893	ET	L5 ET_1	1.00	L5 ET_1 (99.9%)	L5 PT ALM Slco2a1 (92.0%), L5 PT VISp Krt80 (8.0%)	1734	423.12	Fede	10	949	359.8	626.9	1730.244	y	
68	20180118_sample_10	20180118_slice_10	2018-01-18	sample 10	mouse_OGLHO	2017-11-12	67	M	Pvalb-Cre/wt; Ai9/wt	5	5	PV-	5587589	8383614	1311553	1	19435	ET	L5 ET_4	0.91	L5 ET_4 (91.3%), L5 ET_2 (8.6%)	L5 PT ALM Npsr1 (100.0%)	1775	174.93	Fede	15	730.2	238.3	576.7	1591.692	y	
69	20180123_sample_1	20180123_slice_1	2018-01-23	sample 1	mouse_CNQDR	2017-11-26	58	M	Pvalb-Cre/wt; Ai9/wt	5	5	PV-	3853403	3968861	731401	1	17303	ET	L5 ET_1	0.99	L5 ET_1 (99.4%)	L5 PT ALM Slco2a1 (100.0%)	2470	240.23	Fede	12	952	347.9	633.3	1747.908		
70	20180123_sample_3	20180123_slice_3	2018-01-23	sample 3	mouse_CNQDR	2017-11-26	58	M	Pvalb-Cre/wt; Ai9/wt	5	5	PV-	982575	1560697	270453	2	13027	ET	L5 ET_1	0.94	L5 ET_1 (93.7%), L5 ET_4 (4.6%)	L5 PT VISp Krt80 (78.0%), L5 PT ALM Slco2a1 (22.0%)	2174	217.62	Fede	10	818.9	299.8	610.5	1684.98		
71	20180123_sample_5	20180123_slice_5	2018-01-23	sample 5	mouse_CNQDR	2017-11-26	58	M	Pvalb-Cre/wt; Ai9/wt	5	5	PV-	192559	138402	25497	1	11192	ET	L5 ET_1	0.52	L5 ET_1 (51.7%), L5 ET_4 (27.6%), L5 ET_3 (13.3%)	L5 PT VISp Krt80 (85.0%), L5 PT VISp Lgr5 (11.0%)	2181	231.55	Fede	10	934.1	337.6	613.5	1693.26	y	
72	20180123_sample_6	20180123_slice_6	2018-01-23	sample 6	mouse_CNQDR	2017-11-26	58	M	Pvalb-Cre/wt; Ai9/wt	5	5	PV-	2478046	3875499	571483	1	18183	ET	L5 ET_1	0.95	L5 ET_1 (95.0%)	L5 PT ALM Slco2a1 (77.0%), L5 PT VISp Krt80 (23.0%)	2008	530.44	Fede	10	706.6	237.4	548.8	1514.688	y	
73	20180123_sample_7	20180123_slice_7	2018-01-23	sample 7	mouse_CNQDR	2017-11-26	58	M	Pvalb-Cre/wt; Ai9/wt	5	5	PV-	2724150	2210396	353156	1	15079	ET	L5 ET_4	0.94	L5 ET_4 (93.7%), L5 ET_2 (5.9%)	L5 PT ALM Npsr1 (100.0%)	1869	170.29	Fede	10	673.8	243.6	613.9	1694.364	y	
74	20180208_sample_1	20180208_slice_1	2018-02-08	sample 1	mouse_HDBFV	2017-10-09	122	F	Viaat-Cre/wt; Ai9/wt	5	5	VIAAT-	2	4	1	3	11	low quality					2013	207.36	Fede	15	734.5	274.1	599.2	1653.792	y	
75	20180208_sample_2	20180208_slice_2	2018-02-08	sample 2	mouse_HDBFV	2017-10-09	122	F	Viaat-Cre/wt; Ai9/wt	5	5	VIAAT-	324845	365272	64262	2	11247	ET	L5 ET_1	1.00	L5 ET_1 (99.9%)	L5 PT ALM Slco2a1 (96.0%)	2415	110.5	Fede	11	880.8	303.9	609.2	1681.392	y	
76	20180208_sample_3	20180208_slice_3	2018-02-08	sample 3	mouse_HDBFV	2017-10-09	122	F	Viaat-Cre/wt; Ai9/wt	5	5	VIAAT-	226609	409326	76790	2	11567	ET	L5 ET_1	0.99	L5 ET_1 (99.0%)	L5 PT ALM Slco2a1 (100.0%)	2143	362.99	Fede	14	799	308	510.2	1408.152		
77	20180208_sample_4	20180208_slice_4	2018-02-08	sample 4	mouse_HDBFV	2017-10-09	122	F	Viaat-Cre/wt; Ai9/wt	5	5	VIAAT-	784333	241579	60294	2	12807	IT	L5 IT_2	0.58	L5 IT_2 (58.3%), L5 IT_1 (37.6%)	L5 IT ALM Gkn1 Pcdh19 (97.0%)	1978	437.13	Fede	10	744.2	271.5	515.2	1421.952		
78	20180208_sample_5	20180208_slice_5	2018-02-08	sample 5	mouse_HDBFV	2017-10-09	122	F	Viaat-Cre/wt; Ai9/wt	5	5	VIAAT-	793093	842776	122285	2	10777	IT	L5 IT_2	0.56	L5 IT_2 (56.0%), L5 IT_1 (17.4%), L5 IT_3 (17.1%)	L5 IT ALM Gkn1 Pcdh19 (49.0%), L5 IT VISp Col27a1 (17.0%), L5 IT ALM Cbln4 Fezf2 (15.0%)	2127	189.83	Fede	10	850.1	309.4	562.8	1553.328	y	
79	20180213_sample_3	20180213_slice_3	2018-02-13	sample 3	mouse_JDVRZ	2017-11-30	75	M	Pvalb-Cre/wt; Ai9/wt	5	5	PV-	1222199	1632083	263658	2	12476	ET	L5 ET_3	0.68	L5 ET_3 (68.1%), L5 ET_2 (22.6%), L5 ET_1 (6.0%)	L5 PT ALM Hpgd (59.0%), L5 PT VISp Lgr5 (36.0%)	2434	231	Fede	15	821.1	285.4	557.4	1538.424	y	
80	20180213_sample_5	20180213_slice_5	2018-02-13	sample 5	mouse_JDVRZ	2017-11-30	75	M	Pvalb-Cre/wt; Ai9/wt	6	6	PV+	592231	260860	48470	2	10703	Pvalb	Pvalb Gpr149	0.99	Pvalb Gpr149 (98.7%)	Pvalb Gpr149 Islr (83.0%), Pvalb Reln Itm2a (17.0%)	2073	240.87	Fede	30	1250.3	443.7	601.1	1659.036	y	
81	20180215_sample_1	20180215_slice_1	2018-02-15	sample 1	mouse_LBJDN	2017-11-30	77	F	Pvalb-Cre/wt; Ai9/wt	5	5	PV+	2295515	334341	108871	2	7722	Pvalb	Pvalb Reln	0.72	Pvalb Reln (72.3%), Pvalb Calb1_2 (13.7%), Pvalb Kank4 (8.7%)	Pvalb Reln Itm2a (66.0%), Pvalb Reln Tac1 (34.0%)	2153	85.85	Fede	40	920.1	340.9	615.4	1698.504	y	
82	20180220_sample_1	20180220_slice_1	2018-02-20	sample 1	mouse_POHNW	2017-10-09	134	F	Viaat-Cre/wt; Ai9/wt	5	5	VIAAT+	135671	218642	34124	3	6905	Sst	Sst Crhr2_1	0.43	Sst Crhr2_1 (42.7%), Sst Myh8_3 (27.1%), Sst C1ql3_2 (23.3%)	Sst Rxfp1 Eya1 (47.0%), Sst Tac2 Tacstd2 (35.0%), Sst Crh 4930553C11Rik  (13.0%)	1935	101.97	Fede	35	1072.5	394.1	602.3	1662.348		
83	20180220_sample_2	20180220_slice_2	2018-02-20	sample 2	mouse_POHNW	2017-10-09	134	F	Viaat-Cre/wt; Ai9/wt	2/3	2/3	VIAAT-	291033	454123	83265	2	10871	IT	L4/5 IT_2	0.94	L4/5 IT_2 (94.1%), L5 ET_2 (4.1%)	L5 IT ALM Tmem163 Dmrtb1 (50.0%), L5 IT ALM Lypd1 Gpr88 (50.0%)	2016	379.67	Fede	20	310.1	114.5	552.8	1525.728	y	
84	20180225_sample_1	20180225_slice_1	2018-02-25	sample 1	mouse_YHUPM	2017-12-30	57	M	Pvalb-Cre/wt; Ai9/wt	2/3	2/3	PV-	249829	420351	70733	2	9327	IT	L2/3 IT_3	0.83	L2/3 IT_3 (82.9%), L5 ET_2 (6.0%), L4/5 IT_1 (4.7%)	L2/3 IT VISp Agmat (65.0%), L2/3 IT VISp Rrad (28.0%), L4 IT VISp Rspo1 (6.0%)	1904	159.05	Fede	10	252.5	93.7	608.4	1679.184	y	
85	20180225_sample_2	20180225_slice_2	2018-02-25	sample 2	mouse_YHUPM	2017-12-30	57	M	Pvalb-Cre/wt; Ai9/wt	2/3	2/3	PV-	305192	581824	73288	2	9385	IT	L2/3 IT_3	0.86	L2/3 IT_3 (85.9%), L4/5 IT_1 (8.9%), L4/5 IT_2 (2.9%)	L2/3 IT VISp Rrad (52.0%), L2/3 IT VISp Agmat (25.0%), L2/3 IT ALM Macc1 Lrg1 (12.0%)	2002	160.83	Fede	7	341.2	123.6	602	1661.52		
86	20180225_sample_3	20180225_slice_3	2018-02-25	sample 3	mouse_YHUPM	2017-12-30	57	M	Pvalb-Cre/wt; Ai9/wt	2/3	2/3	PV-	872002	1188248	202154	2	10166	IT	L4/5 IT_1	0.97	L4/5 IT_1 (96.9%)	L4 IT VISp Rspo1 (97.0%)	2015	94.37	Fede	10	388	146.4	560.1	1545.876	y	
87	20180225_sample_4	20180225_slice_4	2018-02-25	sample 4	mouse_YHUPM	2017-12-30	57	M	Pvalb-Cre/wt; Ai9/wt	2/3	5	PV-	2069576	718204	145841	2	13566	IT	L5 IT_1	0.98	L5 IT_1 (97.7%)	L5 IT ALM Cpa6 Gpr88 (80.0%), L5 IT ALM Lypd1 Gpr88 (9.0%), L5 IT ALM Cbln4 Fezf2 (9.0%)	1863	403.39	Fede	10	590.3	227.7	540.5	1491.78	y	
88	20180225_sample_5	20180225_slice_5	2018-02-25	sample 5	mouse_YHUPM	2017-12-30	57	M	Pvalb-Cre/wt; Ai9/wt	2/3	5	PV-	823232	1274323	191722	2	10841	ET	L5 ET_2	0.85	L5 ET_2 (84.6%), L5 ET_4 (10.7%)	L5 PT ALM Npsr1 (44.0%), L5 PT ALM Hpgd (23.0%), L5 PT VISp Lgr5 (21.0%)	2048	173.59	Fede	10	557.5	206.6	561.6	1550.016	y	
89	20180225_sample_7	20180225_slice_7	2018-02-25	sample 7	mouse_YHUPM	2017-12-30	57	M	Pvalb-Cre/wt; Ai9/wt	5	5	PV+	1575426	884691	154041	2	10023	Pvalb	Pvalb Reln	0.83	Pvalb Reln (82.9%), Pvalb Gpr149 (8.7%), Pvalb Calb1_2 (4.6%)	Pvalb Reln Itm2a (99.0%)	1587	127.06	Fede	10	815.7	272.2	595.7	1644.132		
90	20180228_sample_3	20180228_slice_3	2018-02-28	sample 3	mouse_ROUXZ	2017-12-30	60	M	Pvalb-Cre/wt; Ai9/wt	2/3	2/3	PV-	660669	659765	110843	2	8778	IT	L2/3 IT_3	0.69	L2/3 IT_3 (69.0%), L2/3 IT_2 (30.7%)	L2/3 IT VISp Agmat (67.0%), L2/3 IT VISp Rrad (17.0%), L2/3 IT ALM Ptrf (14.0%)	1823	168.12	Fede	18	230.2	84	541.8	1495.368	y	
91	20180306_sample_1	20180306_slice_1	2018-03-06	sample 1	mouse_YMIOM	2018-01-10	55	M	Pvalb-Cre/wt; Ai9/wt	2/3	2/3	PV+	398522	693288	112269	2	8472	Pvalb	Pvalb Reln	0.89	Pvalb Reln (88.9%), Pvalb Vipr2_2 (9.4%)	Pvalb Reln Itm2a (100.0%)	1629	110.05	Fede	40	441.4	152.6	626.5	1729.14	y	
92	20180306_sample_2	20180306_slice_2	2018-03-06	sample 2	mouse_YMIOM	2018-01-10	55	M	Pvalb-Cre/wt; Ai9/wt	2/3	2/3	PV-	197918	281264	68680	2	8476	IT	L2/3 IT_3	0.80	L2/3 IT_3 (79.9%), L4/5 IT_1 (15.3%)	L2/3 IT VISp Agmat (50.0%), L2/3 IT VISp Rrad (43.0%), L4 IT VISp Rspo1 (5.0%)	1970	88.74	Fede	20	309.8	116	638.8	1763.088	y	
93	20180306_sample_3	20180306_slice_3	2018-03-06	sample 3	mouse_YMIOM	2018-01-10	55	M	Pvalb-Cre/wt; Ai9/wt	2/3	2/3	PV-	194754	297420	86657	2	6288	IT	L2/3 IT_3	0.79	L2/3 IT_3 (79.4%), L5 IT_3 (5.7%), L4/5 IT_1 (3.1%)	L2/3 IT VISp Agmat (76.0%), L4 IT VISp Rspo1 (19.0%)	2030	62.67	Fede	9	275.8	110.5	578.9	1597.764	y	
94	20180306_sample_5	20180306_slice_5	2018-03-06	sample 5	mouse_YMIOM	2018-01-10	55	M	Pvalb-Cre/wt; Ai9/wt	2/3	2/3	PV-	332635	282167	49452	3	7406	IT	L2/3 IT_3	0.93	L2/3 IT_3 (93.3%), L4/5 IT_1 (4.3%)	L2/3 IT VISp Rrad (62.0%), L2/3 IT VISp Agmat (36.0%)	1608	76.47	Fede	45	279.5	102.1	544.4	1502.544	y	
95	20180309_sample_4	20180309_slice_4	2018-03-09	sample 4	mouse_AYGIX	2018-01-10	58	M	Pvalb-Cre/wt; Ai9/wt	2/3	5	PV-	315645	500355	110850	2	4578	IT	L5 IT_1	0.60	L5 IT_1 (59.9%), L4/5 IT_2 (26.1%), L5 IT_2 (3.9%)	L4 IT VISp Rspo1 (82.0%), L5 IT ALM Lypd1 Gpr88 (17.0%)	2181	61.12	Matteo	10	457.8	183.9	541.4	1494.264	y	
96	20180309_sample_6	20180309_slice_6	2018-03-09	sample 6	mouse_AYGIX	2018-01-10	58	M	Pvalb-Cre/wt; Ai9/wt	2/3	2/3	PV-	802418	1184210	285395	2	8798	IT	L5 IT_1	0.75	L5 IT_1 (74.7%), L4/5 IT_2 (17.0%), L6 IT_1 (2.1%)	L4 IT VISp Rspo1 (72.0%), L5 IT ALM Tmem163 Arhgap25 (13.0%), L5 IT VISp Hsd11b1 Endou (7.0%)	2412	123.89	Fede	11	335.1	120.4	538.3	1485.708	y	
97	20180309_sample_7	20180309_slice_7	2018-03-09	sample 7	mouse_AYGIX	2018-01-10	58	M	Pvalb-Cre/wt; Ai9/wt	5	2/3	PV-	558876	400939	116624	2	6859	IT	L4/5 IT_2	0.90	L4/5 IT_2 (90.1%), L5 ET_2 (6.0%)	L5 IT ALM Lypd1 Gpr88 (82.0%), L4 IT VISp Rspo1 (18.0%)	2132	120.65	Fede	12	377.6	140.5	566.1	1562.436		
98	20180309_sample_8	20180309_slice_8	2018-03-09	sample 8	mouse_AYGIX	2018-01-10	58	M	Pvalb-Cre/wt; Ai9/wt	2/3	2/3	PV-	503374	1482928	308248	2	9696	IT	L2/3 IT_3	0.93	L2/3 IT_3 (93.3%), L4/5 IT_2 (1.7%), L5 IT_3 (1.4%)	L2/3 IT VISp Agmat (66.0%), L2/3 IT VISp Rrad (17.0%), L4 IT VISp Rspo1 (11.0%)	1513	112.24	Fede	15	216.7	82.3	563.1	1554.156		
99	20180313_sample_1	20180313_slice_1	2018-03-13	sample 1	mouse_ALHXK	2018-01-23	49	M	wt/wt	5	5	WT	44580	16072	36280	3	598	low quality					1536	115.85	Fede	5	534.4	193.2	490.4	1353.504		
100	20180313_sample_2	20180313_slice_2	2018-03-13	sample 2	mouse_ALHXK	2018-01-23	49	M	wt/wt	2/3	2/3	WT	531378	600187	105124	2	11900	ET	L5 ET_1	1.00	L5 ET_1 (100.0%)	L5 PT ALM Slco2a1 (97.0%)	1896	261.01	Fede	10	309.6	112.2	612.9	1691.604	y	
101	20180313_sample_3	20180313_slice_3	2018-03-13	sample 3	mouse_ALHXK	2018-01-23	49	M	wt/wt	2/3	2/3	WT	345625	628534	117480	2	12111	ET	L5 ET_1	0.98	L5 ET_1 (98.1%)	L5 PT ALM Slco2a1 (99.0%)	2488	163.61	Fede	10	297.4	108.1	553.2	1526.832	y	
102	20180313_sample_7	20180313_slice_7	2018-03-13	sample 7	mouse_SQHCC	2018-01-23	49	M	wt/wt	2/3	2/3	WT	172357	185948	96095	2	7975	IT	L2/3 IT_3	0.89	L2/3 IT_3 (88.6%), L4/5 IT_1 (8.3%)	L2/3 IT VISp Agmat (89.0%), L4 IT VISp Rspo1 (11.0%)	1544	648.87	Fede	10	222.6	74.8	531.7	1467.492	y	
103	20180313_sample_8	20180313_slice_8	2018-03-13	sample 8	mouse_SQHCC	2018-01-23	49	M	wt/wt	2/3	2/3	WT	256407	113514	181034	2	2201	low quality					1511	216.43	Fede	10	386.6	141.1	545.1	1504.476		
104	20180313_sample_9	20180313_slice_9	2018-03-13	sample 9	mouse_SQHCC	2018-01-23	49	M	wt/wt	2/3	2/3	WT	356454	318945	257899	2	4669	Pvalb	Pvalb Reln	0.47	Pvalb Reln (46.9%), Pvalb Il1rapl2 (34.1%), Pvalb Gpr149 (8.1%)	Pvalb Reln Itm2a (92.0%), Pvalb Tpbg (7.0%)	1783	151.95	Matteo	10	304.4	110.6	586.7	1619.292		
105	20180315_sample_1	20180315_slice_1	2018-03-15	sample 1	mouse_AEJGZ	2018-01-23	51	M	wt/wt	5	5	WT	982698	1684680	288991	2	12843	ET	L5 ET_2	0.84	L5 ET_2 (83.9%), L5 ET_4 (9.6%), L5 ET_3 (6.3%)	L5 PT VISp Lgr5 (70.0%), L5 PT ALM Npsr1 (26.0%)	1998	302.36	Fede	10	585.9	216.7	577.6	1594.176		
106	20180315_sample_2	20180315_slice_2	2018-03-15	sample 2	mouse_AEJGZ	2018-01-23	51	M	wt/wt	2/3	2/3	WT	803339	82766	84780	2	4478	low quality					1540	80.71	Matteo	9	298.7	109.6	538.2	1485.432	y	
107	20180315_sample_5	20180315_slice_5	2018-03-15	sample 5	mouse_AEJGZ	2018-01-23	51	M	wt/wt	2/3	2/3	WT	1757112	198687	86215	2	8963	IT	L2/3 IT_3	0.77	L2/3 IT_3 (77.1%), L2/3 IT_2 (10.7%), L4/5 IT_2 (8.3%)	L2/3 IT ALM Macc1 Lrg1 (79.0%), L2/3 IT VISp Agmat (20.0%)	2183	126.36	Fede	12	345.9	115.9	533.4	1472.184	y	
108	20180315_sample_6	20180315_slice_6	2018-03-15	sample 6	mouse_AEJGZ	2018-01-23	51	M	wt/wt	2/3	2/3	WT	301935	429757	105463	2	9059	IT	L2/3 IT_3	0.81	L2/3 IT_3 (81.3%), L4/5 IT_1 (14.3%)	L2/3 IT VISp Agmat (51.0%), L2/3 IT VISp Rrad (42.0%), L4 IT VISp Rspo1 (4.0%)	1985	146.74	Fede	40	289.2	118	548.9	1514.964		mismatch (FS firing but excitatory RNA)
109	20180321_sample_2	20180321_slice_2	2018-03-21	sample 2	mouse_IGIHL	2018-02-02	47	F	Pvalb-Cre/wt; Ai9/wt	5	5	PV-	203219	438813	69029	3	8209	IT	L5 IT_1	0.95	L5 IT_1 (95.1%)	L5 IT ALM Cpa6 Gpr88 (63.0%), L4 IT VISp Rspo1 (33.0%)	2265	483.47	Matteo	10	621.4	225.1	562.1	1551.396		
110	20180321_sample_3	20180321_slice_3	2018-03-21	sample 3	mouse_IGIHL	2018-02-02	47	F	Pvalb-Cre/wt; Ai9/wt	5	5	PV-	294186	456715	84597	2	10772	IT	L4/5 IT_2	0.94	L4/5 IT_2 (94.4%), L5 ET_2 (4.4%)	L5 IT ALM Lypd1 Gpr88 (52.0%), L5 IT ALM Tmem163 Dmrtb1 (48.0%)	1750	503.87	Fede	15	895.4	316.8	589.9	1628.124	y	
111	20180321_sample_4	20180321_slice_4	2018-03-21	sample 4	mouse_IGIHL	2018-02-02	47	F	Pvalb-Cre/wt; Ai9/wt	2/3	2/3	PV-	248931	422066	70866	2	9229	IT	L2/3 IT_3	0.84	L2/3 IT_3 (83.6%), L5 ET_2 (5.9%), L4/5 IT_1 (4.4%)	L2/3 IT VISp Agmat (63.0%), L2/3 IT VISp Rrad (32.0%)	1586	447.61	Matteo	33	312.2	118.8	536.4	1480.464		mismatch (MC firing+morphology but excitatory RNA)
112	20180321_sample_8	20180321_slice_8	2018-03-21	sample 8	mouse_IGIHL	2018-02-02	47	F	Pvalb-Cre/wt; Ai9/wt	5	5	PV-	406527	371893	186096	2	7371	ET	L5 ET_1	0.74	L5 ET_1 (73.7%), L5 ET_4 (5.6%), L6 CT Grp (5.6%)	L5 PT ALM Slco2a1 (97.0%)	1552	533.13	Matteo	18	740.4	264.4	519.9	1434.924	y	
113	20180321_sample_9	20180321_slice_9	2018-03-21	sample 9	mouse_IGIHL	2018-02-02	47	F	Pvalb-Cre/wt; Ai9/wt	5	5	PV-	639051	630815	278395	2	7534	ET	L5 ET_1	0.93	L5 ET_1 (93.1%), L5 ET_2 (2.4%)	L5 PT ALM Slco2a1 (100.0%)	1692	347.98	Fede	17	680.4	243.3	505.9	1396.284		
114	20180322_sample_1	20180322_slice_1	2018-03-22	sample 1	mouse_BAPWW	2018-01-23	58	M	wt/wt	2/3	2/3	WT	277056	356045	57611	2	8515	IT	L2/3 IT_3	0.90	L2/3 IT_3 (89.9%), L2/3 IT_2 (5.9%)	L2/3 IT VISp Agmat (79.0%), L2/3 IT ALM Macc1 Lrg1 (20.0%)	1528	166.01	Fede	14	251.9	92	509.2	1405.392		
115	20180322_sample_2	20180322_slice_2	2018-03-22	sample 2	mouse_BAPWW	2018-01-23	58	M	wt/wt	2/3	2/3	WT	348196	282062	49099	2	10355	IT	L2/3 IT_2	0.54	L2/3 IT_2 (53.7%), L2/3 IT_3 (42.6%)	L2/3 IT ALM Sla (79.0%), L2/3 IT VISp Rrad (9.0%), L2/3 IT VISp Agmat (8.0%)	1623	493.48	Matteo	12	215.3	74.3	616.3	1700.988	y	
116	20180322_sample_3	20180322_slice_3	2018-03-22	sample 3	mouse_BAPWW	2018-01-23	58	M	wt/wt	5	5	WT	296454	266857	48375	3	11139	IT	L4/5 IT_2	0.97	L4/5 IT_2 (96.7%)	L5 IT ALM Lypd1 Gpr88 (58.0%), L5 IT VISp Hsd11b1 Endou (39.0%)	2084	503.23	Fede	12	641.4	238.4	606.7	1674.492		
117	20180322_sample_4	20180322_slice_4	2018-03-22	sample 4	mouse_BAPWW	2018-01-23	58	M	wt/wt	2/3	5	WT	1388956	1772108	316486	2	12838	IT	L4/5 IT_2	0.94	L4/5 IT_2 (94.1%), L5 IT_1 (5.1%)	L5 IT ALM Lypd1 Gpr88 (80.0%), L5 IT VISp Whrn Tox2 (16.0%)	2017	400.89	Matteo	14	487.8	169.4	528.9	1459.764		
118	20180322_sample_5	20180322_slice_5	2018-03-22	sample 5	mouse_BAPWW	2018-01-23	58	M	wt/wt	5	5	WT	1125610	1685586	269638	2	12068	IT	L5 IT_1	0.97	L5 IT_1 (96.6%)	L5 IT ALM Cpa6 Gpr88 (96.0%)	1965	339.38	Fede	15	602.6	221.4	513.5	1417.26	y	
119	20180322_sample_6	20180322_slice_6	2018-03-22	sample 6	mouse_BAPWW	2018-01-23	58	M	wt/wt	5	6	WT	1169600	1141824	190785	2	11234	ET	L5 ET_1	1.00	L5 ET_1 (100.0%)	L5 PT ALM Slco2a1 (100.0%)	2081	216.8	Matteo	10	1056.5	357.5	511.8	1412.568	y	
120	20180322_sample_7	20180322_slice_7	2018-03-22	sample 7	mouse_BAPWW	2018-01-23	58	M	wt/wt	5	5	WT	1890534	3104089	518607	2	13985	ET	L5 ET_4	0.99	L5 ET_4 (99.0%)	L5 PT ALM Npsr1 (100.0%)	2005	377.55	Fede	12	583.2	222.6	529.8	1462.248		
121	20180327_sample_1	20180327_slice_1	2018-03-27	sample 1	mouse_XECLH	2018-01-22	64	F	Pvalb-Cre/wt; Ai9/wt	5	5	PV+	2258088	2552396	433759	2	14396	Pvalb	Pvalb Il1rapl2	0.93	Pvalb Il1rapl2 (93.0%), Pvalb Gpr149 (2.9%)	Pvalb Tpbg (100.0%)	2347	199.59	Fede	35	596	220.9	509.5	1406.22	y	
122	20180327_sample_2	20180327_slice_2	2018-03-27	sample 2	mouse_XECLH	2018-01-22	64	F	Pvalb-Cre/wt; Ai9/wt	5	5	PV+	791519	595394	71922	3	9642	Pvalb	Pvalb Gpr149	0.97	Pvalb Gpr149 (96.7%)	Pvalb Gpr149 Islr (92.0%), Pvalb Reln Itm2a (8.0%)	2547	72.16	Matteo	14	843.1	306.9	640.9	1768.884		
123	20180327_sample_3	20180327_slice_3	2018-03-27	sample 3	mouse_XECLH	2018-01-22	64	F	Pvalb-Cre/wt; Ai9/wt	5	5	PV-	1623833	2423781	364624	2	14080	IT	L5 IT_1	0.96	L5 IT_1 (96.1%)	L5 IT ALM Cpa6 Gpr88 (45.0%), L5 IT ALM Lypd1 Gpr88 (37.0%), L5 IT VISp Col27a1 (7.0%)	2126	761.75	Fede	45	795.5	292.9	582.1	1606.596	y	
124	20180327_sample_4	20180327_slice_4	2018-03-27	sample 4	mouse_XECLH	2018-01-22	64	F	Pvalb-Cre/wt; Ai9/wt	5	5	PV+	1556053	1110834	231775	2	10363	Pvalb	Pvalb Reln	0.69	Pvalb Reln (69.4%), Pvalb Kank4 (22.9%), Pvalb Gpr149 (5.1%)	Pvalb Reln Itm2a (91.0%), Pvalb Sema3e Kank4 (5.0%)	2146	170.38	Matteo	48	753.7	272.7	529	1460.04	y	
