GeneID,exon_bp,intron_bp,gene_bp
3110006O06Rik,4086,7258,11344
3110009E18Rik,2428,64575,67003
3110009F21Rik,1625,4799,6424
3110009M11Rik,892,0,892
3110015C05Rik,940,17025,17965
3110018I06Rik,1005,0,1005
3110021N24Rik,1812,60444,62256
3110031N09Rik,326,0,326
3110039M20Rik,965,16744,17709
3110040M04Rik,945,0,945
3110040N11Rik,1231,6066,7297
3110043J17Rik,760,0,760
3110045C21Rik,1135,1853,2988
3110053B16Rik,2205,44933,47138
3110056K07Rik,3153,21065,24218
3110067C02Rik,2117,314,2431
3110070M22Rik,1133,0,1133
3110082I17Rik,2885,97904,100789
3110082J24Rik,767,1736,2503
3110083C13Rik,968,3407,4375
3110099E03Rik,2935,31297,34232
3200001D21Rik,2283,9727,12010
3300002A11Rik,726,19948,20674
3300002I08Rik,2117,49714,51831
3300002P13Rik,1092,689,1781
3300005D01Rik,1380,3204,4584
3425401B19Rik,5572,20603,26175
3632454L22Rik,4924,32679,37603
3732407C23Rik,3540,0,3540
3830403N18Rik,1022,15905,16927
3830408C21Rik,4846,28099,32945
3830417A13Rik,1767,3464,5231
3830422I06Rik,1181,0,1181
3830432H09Rik,2637,4049,6686
3930402G23Rik,3323,947,4270
4430402I18Rik,5420,69339,74759
4631405J19Rik,3554,13223,16777
4631422I05Rik,1763,0,1763
4632404H12Rik,5730,0,5730
4632411P08Rik,3237,8553,11790
4632415L05Rik,6148,0,6148
4632427E13Rik,7303,0,7303
4632428C04Rik,2428,10336,12764
4632432E15Rik,2439,0,2439
4731419I09Rik,2820,7162,9982
4732414G09Rik,2422,564,2986
4732416N19Rik,3479,0,3479
4732419C18Rik,3536,6560,10096
4732440D04Rik,5428,0,5428
4732463B04Rik,2932,11407,14339
4732465J04Rik,3302,47858,51160
4732471J01Rik,4332,185267,189599
4732487G21Rik,2664,12582,15246
4732490B19Rik,2446,3909,6355
4732491K20Rik,3174,5224,8398
4732496C06Rik,2500,0,2500
4831440D22Rik,2929,22149,25078
4833404L02Rik,908,0,908
4833405L11Rik,2258,106,2364
4833407H14Rik,1494,608,2102
4833408A19Rik,995,0,995
4833411C07Rik,2257,1715,3972
4833412C05Rik,1395,18207,19602
4833413E03Rik,1373,615,1988
4833413G10Rik,1946,0,1946
4833415N18Rik,1168,1904,3072
4833417C18Rik,1269,911,2180
4833418N02Rik,2762,5167,7929
4833418N17Rik,615,2,617
4833419F23Rik,887,14476,15363
4833419O12Rik,1064,2030,3094
4833420G17Rik,4882,18471,23353
4833422C13Rik,5915,34293,40208
4833423E24Rik,2272,33159,35431
4833427F10Rik,1475,6763,8238
4833427G06Rik,973,19991,20964
4833428L15Rik,1812,13293,15105
4833438C02Rik,1764,257,2021
4833439L19Rik,3187,11031,14218
4833445I07Rik,1642,0,1642
4921501I09Rik,384,6155,6539
4921504A21Rik,2156,22032,24188
4921504E06Rik,2293,88785,91078
4921507G05Rik,1653,1123,2776
4921507P07Rik,2378,20953,23331
4921508D12Rik,1075,26684,27759
4921509A06Rik,392,363,755
4921509C19Rik,2684,2928,5612
4921509O07Rik,2567,53990,56557
4921511C10Rik,1463,39532,40995
4921511I17Rik,1341,39753,41094
4921513H07Rik,2238,0,2238
4921513I03Rik,1743,11412,13155
4921513I08Rik,866,260,1126
4921514A10Rik,2116,312,2428
4921515E04Rik,2885,288625,291510
4921515L22Rik,1537,76,1613
4921516A02Rik,4560,6017,10577
4921517D16Rik,2040,1442,3482
4921517D22Rik,3149,3558,6707
4921518K17Rik,3390,29238,32628
4921520N01Rik,3335,0,3335
4921521D15Rik,1927,2470,4397
4921522A10Rik,736,5474,6210
4921522P10Rik,2101,827,2928
4921523L03Rik,1186,2787,3973
4921524J17Rik,1679,22396,24075
4921524L21Rik,1488,33854,35342
4921525O09Rik,3747,23671,27418
4921527H02Rik,1673,0,1673
4921528I07Rik,3954,75378,79332
4921529L05Rik,2720,36620,39340
4921531C22Rik,1967,1054,3021
4921531P14Rik,1418,31696,33114
4921533I20Rik,1657,83750,85407
4921534A09Rik,2495,0,2495
4921534H16Rik,3952,4804,8756
4921536K21Rik,2590,6421,9011
4921539E11Rik,2754,57665,60419
4921539H07Rik,4325,46239,50564
4922502D21Rik,1809,7824,9633
4930401A07Rik,1075,15407,16482
4930401C15Rik,865,57259,58124
4930401G09Rik,637,787,1424
4930401O10Rik,787,10865,11652
4930401O12Rik,841,26836,27677
4930402C01Rik,663,1594,2257
4930402F06Rik,1372,20242,21614
4930402F11Rik,2636,51944,54580
4930402H05Rik,2829,0,2829
4930402H24Rik,10659,189548,200207
4930402K13Rik,1781,0,1781
4930403O18Rik,1252,0,1252
4930403P22Rik,713,0,713
4930404A05Rik,712,15525,16237
4930404A12Rik,727,2356,3083
4930404H11Rik,1421,66428,67849
4930404H24Rik,331,721,1052
4930404I05Rik,2746,2749,5495
4930404N11Rik,1751,999,2750
4930405A10Rik,1568,34082,35650
4930405A21Rik,1137,5233,6370
4930405D01Rik,1336,141416,142752
4930405D11Rik,934,89524,90458
4930405G09Rik,1060,0,1060
4930405H06Rik,791,436,1227
4930405J17Rik,620,1979,2599
4930405N21Rik,1200,0,1200
4930406D18Rik,819,10531,11350
4930407G08Rik,698,6092,6790
4930407I10Rik,4675,2715,7390
4930408K08Rik,1436,389,1825
4930408O17Rik,1299,12866,14165
4930412B13Rik,1276,85933,87209
4930412C18Rik,6148,46679,52827
4930412E21Rik,778,59571,60349
4930412F09Rik,1017,45555,46572
4930412L05Rik,1615,11177,12792
4930412M03Rik,1111,1901,3012
4930412O13Rik,1381,1289,2670
4930413E15Rik,1290,7633,8923
4930413F20Rik,1096,3036,4132
4930413G21Rik,993,0,993
4930414F18Rik,2188,314664,316852
4930414N06Rik,1154,23024,24178
4930415C11Rik,537,28661,29198
4930415L06Rik,2617,138,2755
4930415O20Rik,558,18019,18577
4930417H01Rik,1887,17523,19410
4930417O13Rik,4445,17366,21811
4930417O22Rik,1184,6969,8153
4930419G24Rik,1058,62773,63831
4930420G21Rik,2856,63986,66842
4930420N18Rik,676,0,676
4930421C12Rik,1574,0,1574
4930421P07Rik,399,0,399
4930422C21Rik,2362,3557,5919
4930422I22Rik,1510,65597,67107
4930422M22Rik,948,4721,5669
4930423C22Rik,1311,0,1311
4930423D22Rik,1674,0,1674
4930423D24Rik,689,3121,3810
4930425K24Rik,2143,0,2143
4930425L21Rik,1424,24191,25615
4930425O10Rik,1418,14032,15450
4930425P05Rik,862,0,862
4930426D05Rik,3001,1657,4658
4930426I24Rik,1232,0,1232
4930426L09Rik,1462,0,1462
4930428D20Rik,546,3701,4247
4930428E07Rik,4055,57659,61714
4930428N03Rik,4882,166082,170964
4930428O21Rik,1740,3529,5269
4930429C20Rik,503,97,600
4930429D17Rik,1624,67031,68655
4930429F24Rik,1520,8075,9595
4930429H19Rik,1917,2897,4814
4930429P21Rik,2277,434,2711
4930430A15Rik,2440,65102,67542
4930430E12Rik,1135,4291,5426
4930430F08Rik,6275,11884,18159
4930430F21Rik,802,3402,4204
4930430O22Rik,579,0,579
4930431F10Rik,1157,6975,8132
4930431F12Rik,2263,10343,12606
4930431L21Rik,718,30054,30772
4930431P03Rik,5028,1084,6112
4930431P19Rik,2959,0,2959
4930431P22Rik,715,1372,2087
4930432B10Rik,3634,32798,36432
4930432E11Rik,10871,12720,23591
4930432H08Rik,1284,1005,2289
4930432J09Rik,3301,46214,49515
4930432K21Rik,2406,22160,24566
4930432L08Rik,1608,9040,10648
4930432M17Rik,1128,11093,12221
4930432O09Rik,1986,1523,3509
4930433E05Rik,285,5026,5311
4930433I11Rik,2963,4930,7893
4930433N12Rik,1533,64420,65953
4930434F21Rik,845,51059,51904
4930434J06Rik,1556,62182,63738
4930434O05Rik,387,0,387
4930435C17Rik,982,120754,121736
4930435F18Rik,1786,34298,36084
4930435M08Rik,1567,324,1891
4930435N07Rik,2127,0,2127
4930437M23Rik,968,15150,16118
4930438A08Rik,2093,17398,19491
4930438E09Rik,776,64925,65701
4930439A04Rik,861,3645,4506
4930439D14Rik,359,0,359
4930440C22Rik,1607,3783,5390
4930440I19Rik,1402,141852,143254
4930441H08Rik,501,28998,29499
4930441J16Rik,516,8262,8778
4930442G10Rik,1096,5833,6929
4930442G15Rik,1000,915,1915
4930442H23Rik,1245,0,1245
4930442J19Rik,1775,12499,14274
4930442L01Rik,2077,194,2271
4930443O20Rik,1443,11405,12848
4930444A19Rik,2666,83130,85796
4930444E06Rik,1240,369,1609
4930444F02Rik,6871,28254,35125
4930444G20Rik,1773,0,1773
4930444K16Rik,1767,0,1767
4930444P10Rik,2063,25284,27347
4930445B16Rik,1123,95421,96544
4930445E18Rik,1737,45121,46858
4930445N06Rik,777,46774,47551
4930445N08Rik,313,5156,5469
4930445N18Rik,1922,12789,14711
4930447A16Rik,587,14504,15091
4930447C04Rik,5981,53685,59666
4930447C11Rik,928,0,928
4930447F04Rik,703,161,864
4930447F24Rik,1503,3347,4850
4930447J18Rik,1664,43675,45339
4930447K03Rik,1033,28085,29118
4930447M23Rik,1776,4958,6734
4930447N08Rik,1650,38444,40094
4930448A20Rik,1034,519,1553
4930448C13Rik,1723,53488,55211
4930448E22Rik,3135,0,3135
4930448F12Rik,859,14397,15256
4930448H16Rik,580,6451,7031
4930448I06Rik,546,13120,13666
4930448I18Rik,736,4027,4763
4930448K20Rik,1671,0,1671
4930449A18Rik,2978,66031,69009
4930449C09Rik,2386,17477,19863
4930449E01Rik,1186,5656,6842
4930449E18Rik,391,2702,3093
4930449I04Rik,1123,0,1123
4930449I24Rik,1168,1617,2785
4930451E10Rik,900,8470,9370
4930451G09Rik,3444,11230,14674
4930451I11Rik,508,664,1172
4930452A19Rik,1254,23863,25117
4930452B06Rik,3279,231770,235049
4930452G13Rik,2981,8564,11545
4930452N14Rik,613,14773,15386
4930453C13Rik,765,100,865
4930453H23Rik,1719,13367,15086
4930453L07Rik,1439,2943,4382
4930453N24Rik,5948,13463,19411
4930455B14Rik,1427,5566,6993
4930455C13Rik,1018,21952,22970
4930455G09Rik,630,10469,11099
4930455H04Rik,1341,14799,16140
4930455J16Rik,8153,17800,25953
4930455M05Rik,4054,0,4054
4930456G14Rik,1330,0,1330
4930456L15Rik,1185,19689,20874
4930458A03Rik,961,11739,12700
4930458D05Rik,3055,3316,6371
4930458K08Rik,1264,5167,6431
4930459C07Rik,1805,21042,22847
4930461C15Rik,1302,2097,3399
4930461G14Rik,843,13671,14514
4930463O16Rik,2088,7055,9143
4930465K09Rik,527,3235,3762
4930465K10Rik,1238,2,1240
4930465M20Rik,1603,10154,11757
4930466I24Rik,2264,1460,3724
4930466K18Rik,906,0,906
4930467D21Rik,2913,246850,249763
4930467E23Rik,2514,21438,23952
4930467K11Rik,723,7248,7971
4930469B13Rik,427,13076,13503
4930469K13Rik,1041,123553,124594
4930470B04Rik,1926,0,1926
4930470G03Rik,2447,3017,5464
4930470H14Rik,1734,36604,38338
4930470O06Rik,662,18413,19075
4930470P17Rik,1395,21205,22600
4930471C04Rik,865,4076,4941
4930471D02Rik,2075,2724,4799
4930471E15Rik,626,3382,4008
4930471E19Rik,1923,64609,66532
4930471G03Rik,956,3371,4327
4930471L23Rik,571,23780,24351
4930471M09Rik,3509,9096,12605
4930473A02Rik,1409,18550,19959
4930473D10Rik,487,26871,27358
4930473H19Rik,1211,6931,8142
4930473O22Rik,1465,4483,5948
4930474B08Rik,837,0,837
4930474H06Rik,1590,2450,4040
4930474H20Rik,1479,141391,142870
4930474M22Rik,607,9223,9830
4930474N05Rik,3547,1651,5198
4930474N09Rik,1176,356,1532
4930477G07Rik,947,19364,20311
4930477N07Rik,614,11015,11629
4930478E11Rik,1635,3924,5559
4930478K11Rik,715,13537,14252
4930478L05Rik,1880,2674,4554
4930478M09Rik,1113,0,1113
4930478M13Rik,443,2485,2928
4930478P22Rik,2533,3604,6137
4930479D17Rik,740,7446,8186
4930479H17Rik,292,5385,5677
4930480E11Rik,1486,0,1486
4930480G23Rik,1013,4931,5944
4930480K15Rik,2199,3735,5934
4930480M12Rik,550,28891,29441
4930481A15Rik,2240,13868,16108
4930481B07Rik,1490,3024,4514
4930483J18Rik,1179,811,1990
4930483K19Rik,1237,15119,16356
4930483O08Rik,1030,13177,14207
4930483P17Rik,961,641,1602
4930484H19Rik,1737,3110,4847
4930484I04Rik,808,24173,24981
4930486F22Rik,559,17169,17728
4930486I03Rik,788,35061,35849
4930486L24Rik,1432,20432,21864
4930486N12Rik,632,0,632
4930487D11Rik,295,4468,4763
4930488L21Rik,6259,57317,63576
4930488N15Rik,1561,8200,9761
4930488N24Rik,1527,0,1527
4930500A05Rik,1099,19779,20878
4930500F04Rik,2252,14282,16534
4930500F10Rik,1224,230,1454
4930500H12Rik,6073,345257,351330
4930500L23Rik,747,16844,17591
4930500M09Rik,1563,0,1563
4930502A04Rik,865,48434,49299
4930502E09Rik,755,936,1691
4930502E18Rik,1427,12189,13616
4930503B20Rik,2404,3721,6125
4930503E14Rik,1938,48148,50086
4930503E24Rik,1333,54082,55415
4930503F20Rik,982,2227,3209
4930503H13Rik,725,245,970
4930503L19Rik,5967,14331,20298
4930503O07Rik,578,9995,10573
4930504C09Rik,1103,3085,4188
4930505A04Rik,990,44832,45822
4930505G20Rik,561,12441,13002
4930505K13Rik,546,9340,9886
4930505K14Rik,515,4603,5118
4930505M18Rik,1288,1261,2549
4930505N22Rik,1190,14060,15250
4930505O20Rik,1758,874,2632
4930506C21Rik,1984,15731,17715
4930507D05Rik,1865,0,1865
4930507D10Rik,1152,6768,7920
4930509E16Rik,1191,12418,13609
4930509G22Rik,2481,11636,14117
4930509J09Rik,1526,128920,130446
4930509K18Rik,1810,2678,4488
4930510E17Rik,1639,14732,16371
4930511A02Rik,1941,4645,6586
4930511E03Rik,2232,5480,7712
4930511J24Rik,1528,206,1734
4930511M06Rik,4161,174782,178943
4930511M18Rik,679,39480,40159
4930511O05Rik,391,13026,13417
4930512B01Rik,4603,45589,50192
4930512H18Rik,1611,72218,73829
4930512J16Rik,1974,14241,16215
4930512M02Rik,940,37673,38613
4930512P04Rik,424,0,424
4930513D17Rik,1456,140370,141826
4930513L16Rik,868,6222,7090
4930513N10Rik,4342,10643,14985
4930513O06Rik,804,6359,7163
4930515G13Rik,492,8,500
4930515G16Rik,1256,0,1256
4930515L19Rik,769,60584,61353
4930516B21Rik,1195,3358,4553
4930517E11Rik,1457,4864,6321
4930517E14Rik,2972,0,2972
4930517G19Rik,1676,0,1676
4930517O19Rik,839,31359,32198
4930518C09Rik,478,2165,2643
4930518J20Rik,1478,0,1478
4930518J21Rik,573,18774,19347
4930518P08Rik,1187,10671,11858
4930519A11Rik,2040,2619,4659
4930519D14Rik,1137,8080,9217
4930519E07Rik,1665,0,1665
4930519F09Rik,1396,41191,42587
4930519F16Rik,3067,125745,128812
4930519F24Rik,744,11629,12373
4930519G04Rik,3964,26253,30217
4930519H02Rik,1098,18804,19902
4930519K11Rik,2147,2345,4492
4930519L02Rik,891,22202,23093
4930519P11Rik,1628,0,1628
4930520K02Rik,756,10130,10886
4930520M14Rik,701,187,888
4930520O04Rik,3745,5182,8927
4930520P13Rik,505,14796,15301
4930521E06Rik,905,4369,5274
4930522H14Rik,963,24998,25961
4930522L14Rik,2409,13488,15897
4930522O17Rik,447,4473,4920
4930523C07Rik,10195,25632,35827
4930523O13Rik,1663,58653,60316
4930524B15Rik,2000,12060,14060
4930524B17Rik,1870,29075,30945
4930524C18Rik,1895,27468,29363
4930524O05Rik,596,1768,2364
4930524O07Rik,2360,1276,3636
4930524O08Rik,3550,33960,37510
4930525C09Rik,805,38126,38931
4930525G20Rik,2987,31405,34392
4930526F13Rik,1721,1773,3494
4930526H09Rik,737,20258,20995
4930526L06Rik,1022,102048,103070
4930527B05Rik,602,16877,17479
4930527E20Rik,351,3286,3637
4930527F14Rik,1349,31227,32576
4930527J03Rik,595,0,595
4930528G23Rik,1723,16300,18023
4930528H21Rik,495,15250,15745
4930528J11Rik,3611,0,3611
4930529C04Rik,3534,0,3534
4930529I22Rik,589,5717,6306
4930529K09Rik,1367,36352,37719
4930529N20Rik,705,4459,5164
4930532G15Rik,1866,1539,3405
4930532I03Rik,1846,45440,47286
4930532M18Rik,786,13942,14728
4930533B01Rik,1029,16469,17498
4930533D04Rik,788,162,950
4930533I22Rik,2564,18411,20975
4930533K18Rik,2427,63254,65681
4930533L02Rik,1160,0,1160
4930533N22Rik,3952,41019,44971
4930534D22Rik,2715,11304,14019
4930534H03Rik,1669,10716,12385
4930534H18Rik,662,0,662
4930535G08Rik,425,398,823
4930535L15Rik,536,3753,4289
4930535O05Rik,419,573,992
4930537H20Rik,1683,0,1683
4930538E20Rik,927,11370,12297
4930538L07Rik,1499,908,2407
4930539C22Rik,970,18523,19493
4930539E08Rik,4648,14285,18933
4930539J05Rik,1668,789,2457
4930539M17Rik,846,8265,9111
4930540E01Rik,1146,0,1146
4930540M05Rik,2068,4427,6495
4930541O19Rik,302,445,747
4930542C12Rik,1203,0,1203
4930542C16Rik,2157,18045,20202
4930542D17Rik,1362,62302,63664
4930542M03Rik,615,988,1603
4930543E12Rik,1503,40353,41856
4930543K20Rik,355,0,355
4930544D05Rik,863,180,1043
4930544F09Rik,1724,3046,4770
4930544G11Rik,1406,0,1406
4930544I03Rik,1417,215174,216591
4930544L04Rik,3210,0,3210
4930544M13Rik,1840,88746,90586
4930545E07Rik,862,11383,12245
4930545H06Rik,763,1309,2072
4930545L23Rik,2502,43542,46044
4930546C10Rik,2322,59720,62042
4930546K05Rik,3977,28663,32640
4930547E08Rik,541,5630,6171
4930547E14Rik,840,35215,36055
4930547H16Rik,907,208,1115
4930547M16Rik,2400,6203,8603
4930548G14Rik,1185,15369,16554
4930548H24Rik,2737,0,2737
4930549C15Rik,1260,23772,25032
4930549G23Rik,825,30848,31673
4930549P19Rik,2172,72470,74642
4930550C14Rik,3539,28539,32078
4930550C17Rik,1411,20306,21717
4930550L24Rik,1684,9261,10945
4930551I15Rik,2143,6973,9116
4930551I23Rik,976,8255,9231
4930551L18Rik,700,1637,2337
4930551O13Rik,1065,2789,3854
4930553E22Rik,539,3824,4363
4930553I04Rik,670,0,670
4930553M12Rik,1148,0,1148
4930553P18Rik,1659,3317,4976
4930554C24Rik,3156,80138,83294
4930554G22Rik,686,0,686
4930554H23Rik,2542,97298,99840
4930555A03Rik,1933,583,2516
4930555B11Rik,1533,4894,6427
4930555F03Rik,5154,172955,178109
4930555G01Rik,2065,6550,8615
4930555G07Rik,1168,65628,66796
4930555G21Rik,537,959,1496
4930555K19Rik,382,0,382
4930555M17Rik,402,1937,2339
4930555O08Rik,668,296,964
4930556C24Rik,904,6655,7559
4930556G01Rik,891,131177,132068
4930556I23Rik,560,554,1114
4930556J02Rik,3272,31430,34702
4930556J24Rik,1220,38018,39238
4930556L07Rik,1490,911,2401
4930556M19Rik,7014,68274,75288
4930556N09Rik,1015,24277,25292
4930556N13Rik,1034,28758,29792
4930557B06Rik,381,0,381
4930557F08Rik,441,42990,43431
4930557F10Rik,630,36567,37197
4930557J02Rik,1075,15525,16600
4930557K07Rik,363,39316,39679
4930558C23Rik,731,15650,16381
4930558G05Rik,494,2356,2850
4930558J18Rik,2052,16271,18323
4930558J22Rik,1480,319,1799
4930558K02Rik,1167,36384,37551
4930560O18Rik,1595,0,1595
4930562A09Rik,734,1389,2123
4930562C15Rik,5312,26959,32271
4930562D21Rik,1750,382,2132
4930562F07Rik,897,2354,3251
4930562F17Rik,960,31156,32116
4930563E18Rik,1553,3420,4973
4930563E22Rik,3203,104,3307
4930563F08Rik,515,2985,3500
4930563H07Rik,628,12373,13001
4930563I02Rik,1075,7948,9023
4930563J15Rik,3468,0,3468
4930563M21Rik,1924,46038,47962
4930563N14Rik,1042,0,1042
4930564C03Rik,526,0,526
4930565D16Rik,1112,29434,30546
4930565N06Rik,2416,14255,16671
4930566N20Rik,1199,0,1199
4930567H12Rik,2010,38964,40974
4930567J20Rik,729,16564,17293
4930567K12Rik,1281,26025,27306
4930567K20Rik,1250,28191,29441
4930568A12Rik,1298,7469,8767
4930568A13Rik,1061,59172,60233
4930568D16Rik,1227,12285,13512
4930568E12Rik,795,13808,14603
4930568G15Rik,3611,24294,27905
4930569F06Rik,433,0,433
4930570B17Rik,1221,28307,29528
4930570D08Rik,196,2319,2515
4930570E03Rik,2211,11839,14050
4930570G19Rik,4176,10818,14994
4930570N18Rik,332,22839,23171
4930571K23Rik,2153,0,2153
4930571N24Rik,976,33014,33990
4930572G02Rik,6755,27143,33898
4930572K03Rik,936,12861,13797
4930572O03Rik,1169,3605,4774
4930572O13Rik,774,2673,3447
4930573C08Rik,1069,0,1069
4930573C15Rik,777,98,875
4930573H18Rik,906,45224,46130
4930573I07Rik,419,1101,1520
4930577N17Rik,1625,0,1625
4930578E11Rik,2353,97501,99854
4930578G10Rik,1019,109685,110704
4930578I06Rik,1316,17136,18452
4930578I07Rik,1372,0,1372
4930578M01Rik,6788,6311,13099
4930578M07Rik,1120,0,1120
4930578N18Rik,929,32545,33474
4930579C12Rik,3676,61101,64777
4930579D07Rik,1862,39428,41290
4930579F01Rik,2379,73207,75586
4930579G18Rik,968,3129,4097
4930579G24Rik,1970,1772,3742
4930579H20Rik,1516,5844,7360
4930579J19Rik,1716,5941,7657
4930579K19Rik,1273,110,1383
4930579M01Rik,933,10440,11373
4930579O11Rik,718,525,1243
4930579P08Rik,1227,9281,10508
4930580E04Rik,690,803,1493
4930581F22Rik,5954,8241,14195
4930583I09Rik,630,2919,3549
4930583K01Rik,925,762,1687
4930583P06Rik,706,3947,4653
4930584F24Rik,1725,31520,33245
4930586N03Rik,881,71394,72275
4930587A21Rik,851,3356,4207
4930587E11Rik,981,69594,70575
4930588A03Rik,3036,229687,232723
4930588D02Rik,464,0,464
4930588G17Rik,1474,4133,5607
4930588J15Rik,1754,1316,3070
4930588K23Rik,1963,15797,17760
4930589L23Rik,1364,3025,4389
4930589O11Rik,920,0,920
4930589P08Rik,1084,2029,3113
4930590H14Rik,551,0,551
4930590J08Rik,5175,42742,47917
4930590L14Rik,836,536,1372
4930590L20Rik,553,85676,86229
4930591A17Rik,737,1210,1947
4930591E09Rik,480,5644,6124
4930592A05Rik,1006,58550,59556
4930592C13Rik,661,5915,6576
4930592I03Rik,1205,953,2158
4930593A02Rik,2032,102711,104743
4930593C16Rik,831,5522,6353
4930594M17Rik,1033,8830,9863
4930594M22Rik,4856,23809,28665
4930594O21Rik,1089,275,1364
4930595D18Rik,818,23824,24642
4930595M18Rik,2644,35903,38547
4930595O18Rik,607,0,607
4930596D02Rik,1160,1331,2491
4930597A21Rik,698,4215,4913
4930597G03Rik,1140,27015,28155
4930597O21Rik,1282,588,1870
4930598F16Rik,761,14574,15335
4930598N05Rik,2351,71549,73900
4930599A14Rik,527,3886,4413
4930599N23Rik,880,28960,29840
4930599N24Rik,1003,0,1003
4931400O07Rik,647,175,822
4931403E22Rik,668,54439,55107
4931406B18Rik,5633,8264,13897
4931406C07Rik,10871,12241,23112
4931406G06Rik,1252,10770,12022
4931406P16Rik,8239,68606,76845
4931407E12Rik,1164,19973,21137
4931408C20Rik,4318,1329,5647
4931412I15Rik,1448,0,1448
4931413K12Rik,1282,3825,5107
4931414P19Rik,3078,19253,22331
4931415C17Rik,2959,4085,7044
4931419H13Rik,973,27788,28761
4931420L22Rik,774,7180,7954
4931422A03Rik,1602,59817,61419
4931423N10Rik,2004,57650,59654
4931428F04Rik,4045,5411,9456
4931428L18Rik,3751,221092,224843
4931429L15Rik,2125,14501,16626
4931429P17Rik,2012,56267,58279
4931431B13Rik,1437,9842,11279
4931431C16Rik,2735,4802,7537
4931439C15Rik,3226,610,3836
4931440P22Rik,4437,17686,22123
4932411K12Rik,4504,205363,209867
4932411N23Rik,3407,0,3407
4932412D23Rik,5091,144970,150061
4932413F04Rik,2765,6037,8802
4932414J04Rik,3493,12956,16449
4932414N04Rik,4355,87627,91982
4932415D10Rik,15111,19356,34467
4932415M13Rik,3063,14272,17335
4932416K20Rik,4125,0,4125
4932422M17Rik,2639,0,2639
4932429P05Rik,3093,131,3224
4932431P20Rik,9479,4034,13513
4932435O22Rik,3496,31964,35460
4932438A13Rik,32279,157651,189930
4932438H23Rik,2865,38323,41188
4932441J04Rik,4716,145404,150120
4932442E05Rik,2717,0,2717
4932443L11Rik,2827,41534,44361
4932702P03Rik,4558,4122,8680
4933400B14Rik,978,6129,7107
4933400C23Rik,2039,76217,78256
4933400F21Rik,3393,29987,33380
4933400L20Rik,997,75606,76603
4933401B06Rik,1219,0,1219
4933401D09Rik,1865,7477,9342
4933401H06Rik,1202,5367,6569
4933401J01Rik,1070,0,1070
4933402C06Rik,1429,15108,16537
4933402D24Rik,1758,12603,14361
4933402E13Rik,2025,6555,8580
4933402J07Rik,1304,24268,25572
4933402J10Rik,1178,21708,22886
4933402J15Rik,1660,12555,14215
4933402N22Rik,1125,3654,4779
4933404G15Rik,1631,8852,10483
4933404I11Rik,1202,5847,7049
4933404K08Rik,1434,2484,3918
4933404K13Rik,1540,7653,9193
4933404O12Rik,4748,13219,17967
4933405D12Rik,1479,57901,59380
4933405E24Rik,1078,34436,35514
4933405L10Rik,1487,1105,2592
4933406B15Rik,1182,12948,14130
4933406B17Rik,4333,2956,7289
4933406C10Rik,2569,31837,34406
4933406D12Rik,737,2441,3178
4933406F09Rik,2878,93032,95910
4933406G16Rik,1415,9050,10465
4933406I18Rik,1650,98033,99683
4933406J09Rik,1505,92960,94465
4933406J10Rik,963,11314,12277
4933406K04Rik,2670,28086,30756
4933406L23Rik,1509,0,1509
4933406M09Rik,1768,3274,5042
4933406P04Rik,1789,0,1789
